nameCd,group,growthForm,size,part_Name1,part_Text1,part_Name2,part_Text2,part_Name3,part_Text3,part_Name4,part_Text4,part_Name5,part_Text5,part_Name6,part_Text6,part_Name7,part_Text7,part_Name8,part_Text8,part_Name9,part_Text9,part_Name10,part_Text10,simSp_comments,simSp_nameCd1,simSp_nameCd2,simSp_nameCd3,simSp_nameCd4,simSp_nameCd5,simSp_nameCd6,simSp_linkUri1,simSp_linkText1,simSp_linkUri2,simSp_linkText2,flowering,habitatEcology,nativity,notes_comments,notes_linkUri1,notes_linkText1,notes_linkUri2,notes_linkText2,notes_linkUri3,notes_linkText3,etymology_comments,etymology_linkUri1,etymology_linkText1,etymology_linkUri2,etymology_linkText2,etymology_linkUri3,etymology_linkText3,furtherInfo_comments,furtherInfo_linkUri1,furtherInfo_linkText1,furtherInfo_linkUri2,furtherInfo_linkText2,furtherInfo_linkUri3,furtherInfo_linkText3,furtherInfo_linkUri4,furtherInfo_linkText4,furtherInfo_linkUri5,furtherInfo_linkText5,furtherInfo_linkUri6,furtherInfo_linkText6,furtherInfo_linkUri7,furtherInfo_linkText7,furtherInfo_linkUri8,furtherInfo_linkText8,furtherInfo_linkUri9,furtherInfo_linkText9,furtherInfo_linkUri10,furtherInfo_linkText10,references_citation1,references_citation2,references_citation3,references_citation4,references_citation5,references_citation6,references_citation7,references_citation8,references_citation9,references_citation10,references_linkUri1,references_linkText1,references_linkUri2,references_linkText2,references_linkUri3,references_linkText3,references_linkUri4,references_linkText4,references_linkUri5,references_linkText5,references_linkUri6,references_linkText6,references_linkUri7,references_linkText7,references_linkUri8,references_linkText8,references_linkUri9,references_linkText9,references_linkUri10,references_linkText10,ilBn,ilCk,ilDk,ilDp,ilGd,ilKd,ilKk,ilKn,ilLk,ilMh,ilWl,inJs,inLk,inLp,inNt,inPt,inSj,inSk,miBr,wiKs,wiMw,wiRc,wiWk,wiWw
ERHI8,PLANT,DUMMYDATA,"Biennial or perennial herb, 30 cm - 0.8 m tall, erect.",Stem,"usually unbranched, grayish green, very hairy.",Leaves,"alternate, usually erect or ascending, grayish green, to 1.5 cm wide, linear to oblong, margins sometimes toothed. The upper leaf surface is covered with mostly three-pronged hairs and a few four-pronged ones.",Flowers,"in a long, branched cluster (raceme). Stalks ascending, 3 - 9 mm long, stout. Sepals four, 4.5 - 7 mm long, densely hairy. Petals four, pale yellow, 6 - 10 mm long. Stamens six.",Fruit,"a long, narrow pod, erect or nearly so, 1.5 - 4 cm long, four-angled, hairy. Seeds in one row.",,,,,,,,,,,,,"<i>Erysimum cheiranthoides</i> has petals that do not typically exceed 5 mm long, sepals that do not typically exceed 3.5 mm long, and fruit that does not typically exceed 3 cm long. <i>Erysimum inconspicuum</i> differs in having leaves that lack four-pronged hairs on the upper surface and that are more or less non-toothed along the margins. <i>Erysimum repandum</i>, which is a pale green annual, typically has fruit more than 5 cm long.",ERCH9,ERIN7,ERRE4,,,,,,,,late May to early July,Occasional along roadsides and railroads.,non-native,Introduced from Europe.,,,,,,,"<i>Erysimum</i> comes from the Greek word <i>eryomai</i>, meaning “to help or save,” which refers to the medicinal qualities of some species.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,has other records,,,,,has other records,,has other records,,,,,has other records,has other records,,
ERIN7,PLANT,DUMMYDATA,"Perennial herb, 30 cm - 0.8 m tall, erect.",Stem,"usually unbranched, grayish green, very hairy.",Leaves,"alternate, usually erect or ascending, grayish green, linear to oblong, margins mostly non-toothed. The upper leaf surface is covered with a mix of two-pronged and three-pronged hairs. The upper leaves are rarely over 5 mm wide.",Flowers,"in a long, branched cluster (raceme). Stalks ascending, 3 - 9 mm long, stout. Sepals four, 4.5 - 7 mm long, densely hairy. Petals four, pale yellow, 6 - 10 mm long. Stamens six.",Fruit,"a long, narrow pod, erect or nearly so, 1.5 - 4 cm long, four-angled, hairy. Seeds in one row.",,,,,,,,,,,,,"<i>Erysimum cheiranthoides</i> has petals that do not typically exceed 5 mm long, sepals that do not typically exceed 3.5 mm long, and fruit that does not typically exceed 3 cm long. <i>Erysimum hieraciifolium</i> differs in having leaves with four-pronged hairs on the upper surface and toothed margins. <i>Erysimum repandum</i>, which is a pale green annual, typically has fruit more than 5 cm long.",ERCH9,ERHI8,ERRE4,,,,,,,,mid June to mid July,"Local along railroads and in other disturbed areas. Look for it in both sandy and gravelly soils, especially on dry sites.",non-native,Introduced from farther west of the Chicago Region.,,,,,,,"<i>Erysimum</i> comes from the Greek word <i>eryomai</i>, meaning “to help or save,” which refers to the medicinal qualities of some species. <i>Inconspicuum</i> means inconspicuous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,,has other records,,,,has other records,,has other records,,,has other records,,,,has other records,,has other records,,has other records,,,
ERRE4,PLANT,DUMMYDATA,"Annual herb, 20 - 40 cm tall, erect.",Stem,"single or multiple from the base, from a stout taproot, often much-branched, erect, pale green, keeled with longitudinal ridges, hairy (with forked, appressed hairs).",Basal leaves,"(early in the season) in a rosette, pale green, to 10 cm long, to 1 cm wide, tips often curled or hooked.",Stem leaves,"alternate, stalkless to short-stalked, pale green, reducing in size upward, linear to narrowly oblong, bases tapering, margins coarsely toothed to slightly toothed, with forked, appressed hairs.",Flowers,"in a long, branched cluster (raceme), which is borne terminally on the stem. The main stem of the raceme often zigzag. Stalks spreading, 2 - 8 mm long, very thick. Sepals four, erect, light green, broad, linear, densely hairy (hairs star-shaped). Petals four, yellow to yellow and white, 6 - 10 mm long, bases narrowed. Stamens six.",Fruit,"a long, narrow pod (silique), widely spreading to erect, 5 - 12 cm long, four-angled, beaked, with forked, appressed hairs. Beak to 4 mm long. Stalks to 5 mm long, thick, and nearly at right angles to the stem.",,,,,,,,,,,"<i>Erysimum cheiranthoides</i> has petals that do not typically exceed 5 mm long, sepals that do not typically exceed 3.5 mm long, and fruit that does not typically exceed 3 cm long. <i>Erysimum inconspicuum</i> and <i>E. hieraciifolium</i>, which are grayish green perennials, differ in having fruit that does not exceed 5 cm long.",ERCH9,ERHI8,ERIN7,,,,,,,,late April to late June,"Occasional along roads, railroads, and in nursery plots. Look for it in disturbed, often sandy ground.",non-native,Introduced from Europe.,,,,,,,"<i>Erysimum</i> comes from the Greek word <i>eryomai</i>, meaning “to help or save,” which refers to the medicinal qualities of some species. <i>Repandum</i> means “with wavy margins.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,,has other records,has other records,has other records,,,has other records,has other records,has other records,has other records,,has other records,,has other records,,has other records,,,,,,
HEMA3,PLANT,DUMMYDATA,"Biennial or perennial herb, 0.5 - 1 m tall, erect.",Stem,"often branching above, hairy.",Leaves,"alternate, stalkless or short-stalked, not clasping, to 12 cm long, to 4 cm wide, lance-shaped to triangular lance-shaped, margins sharp-toothed, teeth small and not close together, hairy.",Flowers,"in a loose cluster (raceme). Racemes to 30 cm long. Sepals four, purplish, erect, forming a mock tube around the petal bases, to 6 mm long, to 1.5 mm wide. Petals four, purple to bluish purple (varying to pink or white), 2 - 2.5 cm long. Stamens six. Flowers fragrant.",Fruit,"a long, narrow pod (silique), widely spreading, 5 - 10 cm long, linear or cylindrical, somewhat constricted between the seeds. Seeds in one row, 3 - 4 mm long.",,,,,,,,,,,,,,,,,,,,,,,,Mid-May to early August,"Often planted in gardens, from where it frequently escapes into partially shaded waste ground, open woods, vacant lots of our suburban towns, roadsides, and a variety of other places. In late May and June, colonies of blooming plants are quite conspicuous. Once established it can become very persistent.",non-native,Introduced from Europe.,,,,,,,"<i>Hesperis</i> comes from the Greek word <i>hesperos</i>, meaning “the evening,” which refers to the plant’s fragrance at that time of day. <i>Matronalis</i> refers to the Roman festival of the matrons, which was celebrated on March 1st.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,has other records,,has other records
IOPI,PLANT,Perennial herb,to 1 m tall,Stem,"from a large taproot, simple to branching near the apex, erect, keeled with longitudinal ridges, mostly smooth.",Leaves,"alternate, often pinnately divided toward the base, mostly stalkless (especially lower leaves, which have lobed bases and are partially clasping), to 15 cm long, to 4 cm wide, spatula-shaped below, lance-shaped above, bases tapering (resembling a stalk-like base), tips pointed to slightly pointed, margins toothed, thin.",Flowers,"in a long, branched cluster (raceme), which is borne terminally and laterally on the stem. Racemes 6 - 10 mm long. Sepals four, erect, light purple, green at apex, 3 - 6 mm long, to 2 mm wide at base, cupped, tips rounded. Petals four, spreading or reflexed, light purple to nearly white, 1 - 1.3 cm long, bases narrowed. Stamens six. Anthers purple.",Fruit,"a long, narrow pod (silique), widely spreading, 2 - 4 cm long, with a short beak. Seeds in one row.",,,,,,,,,,,,,,,,,,,,,,,,Late May to early July,Rare in the Chicago Region. Mainly found in wooded floodplains and other wet areas. ,native,,,,,,,,"<i>Iodanthus</i> comes from the Greek words <i>iodes</i>, meaning violet, and <i>anthos</i>, meaning flower. <i>Pinnatifidus</i> means “pinnately divided” and “finely cut.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,,has other records,,,,,,,,,,,,,
ISTI,PLANT,Biennial herb,0.5 - 1.2 m tall,Stem,"usually single, branching, glaucous (with a whitish waxy coating), smooth.",Basal leaves,"long-stalked, reverse lance-shaped (with the narrow end toward the stem), glaucous (with a whitish waxy coating), smooth.",Stem leaves,"alternate, clasping, stalkless, 2 - 10 cm long, lance-shaped to oblong, bases lobed, margins non-toothed or nearly so, glaucous (with a whitish waxy coating), smooth.",Flowers,"6 mm wide, in branched clusters (raceme). Sepals four, spreading, somewhat unequal. Petals four, yellow, exceeding the sepals, bases narrowed, tips rounded. Stamens six.",Fruit,"an indehiscent pod, drooping, short-stalked, often tinged blue, 8 - 15 mm long, 2.5 - 6 mm wide, oblong to reverse egg-shaped (with the narrower end toward the stem), flattened, center thickened and corky. Seed single and in the middle of the pod. The pods resemble tiny ash fruit (samaras).",,,,,,,,,,,,,,,,,,,,,,May to June,In the Chicago Region known only from a specimen collected in Chicago in 1893. It is a rare escape from cultivation.,non-native,Introduced from Europe and once cultivated as a source of blue dye.,,,,,,,<i>Isatis</i> comes from the Ancient Greek name for this plant. <i>Tinctoria</i> means “used in dyeing.”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,,,,,,,,,,,,,,,,,
LECA5,PLANT,Annual or biennial herb with a taproot,20 cm - 0.5 m tall,Stems,"multiple from base, erect to ascending, branching above, densely short-haired.",Basal leaves,"stalked, elongated, reverse lance-shaped (with the narrow end toward the stem), margins non-toothed or shallowly lobed, densely short-haired.",Stem leaves,"alternate, erect or ascending, usually clasping, stalkless, 2 - 4 cm long, lance-shaped to narrowly oblong, bases lobed, tips pointed, margins non-toothed or shallowly toothed, densely short-haired.",Flowers,"in dense, branched clusters (raceme), which are borne terminally on the stems. Racemes to 15 cm long and densely short-haired. Petals four, white, 2 - 2.5 mm long, spatula-shaped, bases narrowed. Stamens six. Anthers yellow.",Fruit,"a pod (silicle), 5 - 6 mm long, oblong- egg-shaped, flattened, tips notched, broadly winged above. Seed one per chamber.",,,,,,,,,,,"<i>Lepidium campestre</i> is the only <i>Lepidium</i> species that is densely hairy all over with lobed, clasping leaves. <i>Lepidium perfoliatum</i> also has lobed, clasping leaves, but it is not densely hairy all over.",LEPE2,,,,,,,,,,Late April to late June,"A common weed of untilled farmland and pastures. Also found in grassy areas, railroad ballast, and waste places.",non-native,Introduced from Europe.,,,,,,,"<i>Lepidium</i> comes from the Greek word <i>lepis</i>, meaning scale, which refers to the shape of the silicles. <i>Campestre</i> means “of the fields or plains.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,has other records,,has other records
LEDE,PLANT,Annual or biennial herb,20 cm - 0.5 m tall,Stem,"erect, sparsely short-haired.",Basal leaves,"4 - 7 cm long, margins coarsely toothed to pinnately lobed, sparsely short-haired.",Stem leaves,"alternate, not clasping, shorter than basal leaves, less than 1 cm wide, linear or narrowly reverse lance-shaped (with the narrow end toward the stem), tips sharply pointed, margins mostly non-toothed, sparsely short-haired.",Flowers,"in long, branched clusters (raceme). Racemes 5 - 10 cm long. Petals four or none, white, 1 - 2 mm long (shorter than the sepals), linear to narrowly spatula-shaped. Stamens two.",Fruit,"a small pod, 2 - 3.3 mm long, nearly or almost as wide, rounded, flattened, tips notched, narrowly winged above. Seed one on each side.",,,,,,,,,,,<i>Lepidium latifolium</i> is similar but has lance-shaped to narrowly egg-shaped leaves that are sometimes over 1 cm wide. <i>Lepidium ruderale</i> is foul-smelling and has basal leaves which are twice pinnately divided. <i>Lepidium virginicum</i> has flower petals equal to or nearly twice as long as the sepals.,LELA2,LERU,LEVI3,,,,,,,,Late April to mid-October,"Locally common in railroad ballast and waste ground. Also found in fields, pastures, and along roads. Grows in dry to moist soil.",non-native,The origin of this plant is uncertain. It was probably introduced from Eurasia.,,,,,,,"<i>Lepidium</i> comes from the Greek word <i>lepis</i>, meaning scale, which refers to the shape of the fruit. <i>Densiflorum</i> means “densely flowered.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,,has other records,has other records,,has other records,has other records,,has other records,has other records,,has other records
LEDR,PLANT,Perennial herb with a thick taproot,to 0.6 m tall,Roots,creeping.,Stems,"multiple from base, vigorously spreading, erect, typically simple (but branching in inflorescence), ribbed, densely hairy below, sparsely hairy above.",Leaves,"alternate, ascending or erect, clasping, stalkless, to 9 cm long, to 4 cm wide, reduced in size up the stem, oblong to lance-shaped or egg-shaped, bases lobed, tips pointed, margins irregularly toothed or non-toothed, densely hairy.",Flowers,"in dense, branched clusters (raceme), which are borne terminally on the stems. Racemes numerous, often forming a white top across the apex of the plant. Sepals four, free (not attached), whitish green, 2 - 2.5 mm long, to 2 mm wide at apex, hairless or nearly so. Petals four, free (not attached), typically spreading, white, 3 - 4 mm long, bases narrowed. Stamens six. Anthers yellowish orange.",Fruit,"a short, indehiscent pod (silicle), 2.5 - 3 mm long, 3 - 5 mm wide, nearly spherical, tips pointed, bases heart-shaped, somewhat flattened, hairless or nearly so, evenly divided into two valves. Seeds one per chamber.",,,,,,,,,,,,,,,,,,,,,,May to mid-June,A common weed in fields and waste ground. Also look for it along roads and in other disturbed areas.,non-native,Introduced from Eurasia.,,,,,,,"<i>Lepidium</i> comes from the Greek word <i>lepis</i>, meaning scale, which refers to the shape of the silicles. <i>Draba</i> comes from the Greek word <i>drabe</i>, meaning sharp or acrid, which refers to the burning taste of the leaves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,has other records,has other records,has other records,,,has other records,,has other records,,has other records,,,,,has other records,,,,has other records,,has other records
LELA2,PLANT,Perennial herb with rhizomes,to 2 m tall,Lower leaves,"long-stalked, to 30 cm long, to 8 cm wide, hairless or nearly so.",Upper leaves,"alternate, mostly 1 - 4 cm wide, lance-shaped to narrowly egg-shaped, margins non-toothed to toothed, hairless or nearly so.",Flowers,"in dense, branched clusters (raceme), which are borne near the ends of branches. Racemes small. Petals four, white. Stamens six.",Fruit,"a small pod (silicle), 2 mm long, nearly orbicular, rounded at both ends (not notched), sparsely hairy, wingless.",,,,,,,,,,,,,"<i>Lepidium densiflorum</i>, <i>L. ruderale</i>, and <i>L. virginicum</i> are all similar, but have linear to lance-shaped stem leaves which do not reach 1 cm wide.",LEDE,LERU,LEVI3,,,,,,,,Early June to early August,"Found along roads (mostly highways) and railroads. Along the coast of New England, this plant was observed growing in saline soil.",non-native,Introduced from Eurasia.,,,,,,,"<i>Lepidium</i> comes from the Greek word <i>lepis</i>, meaning scale, which refers to the shape of the silicles. <i>Latifolium</i> means “wide leaves.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,,,,,,,,,has other records,,,,has other records,,,,,,,
LEPE2,PLANT,Annual herb,20 cm - 0.5 m tall,Stem,"erect, branching toward the apex, sparsely hairy.",Lower leaves,"pinnately divided into linear segments, sparsely hairy.",Upper leaves,"alternate, clasping, stalkless, much shorter than lower leaves, heart-shaped, bases lobed, tips pointed, margins non-toothed, lobes long and usually overlapping, sparsely hairy.",Flowers,"in branched clusters (raceme). Sepals four, 1 - 1.3 mm long, broadly oval, firm. Petals four, yellow, 1 - 1.5 mm long, narrowly spatula-shaped. Stamens six.",Fruit,"a small pod, 4 mm long, 3 mm wide, diamond-shaped to elliptic, flattened, obscurely notched.",,,,,,,,,,,"<i>Lepidium perfoliatum</i> and <i>Lepidium campestre</i> are the only <i>Lepidium</i> species with lobed, clasping leaves. <i>Lepidium campestre</i> differs by being densely hairy all over.",LECA5,,,,,,,,,,Late May to early June,"A weed found in disturbed areas, especially along roads and railroads.",non-native,Introduced from Europe.,,,,,,,"<i>Lepidium</i> comes from the Greek word <i>lepis</i>, meaning scale, which refers to the shape of the fruit. <i>Perfoliatum</i> means “with the leaf surrounding the stem.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,,has other records,has other records,,,,has other records,,,,,,,,,,,,has other records,,
